id,formula,n_atoms,theta,lam,omega
agm002324466,SrZn3,12,50.72,0.5063,340.46
agm011751016,Sr3Zn4,7,76.31,0.705,322.05
agm051718076,Sr3ZnSi3,7,102.56,0.835,370.51
agm125519512,ZnAg,8,24.11,0.376,336.62
agm003190337,ZnAg3,4,12.36,0.313,313.04
agm113193532,Zn3Ag5,8,23.38,0.376,324.65
agm078450645,Zn5Ag3,8,22.38,0.3655,350.41
agm009011689,Zn3Ag4,7,30.62,0.406,330.1
agm002193352,ZnAg3,8,22.08,0.376,314.11
agm070358871,BaAl3In,5,60.97,0.5697,340.41
agm003262931,Tc3Rh,8,29.19,0.421,329.98
agm016291792,CaMgRh,6,128.49,0.9947,395.76
agm034999101,La3Al2Cd,6,41.42,0.547,256.34
agm008050112,TlPb2,6,33.89,0.605,175.15
agm007952256,Tl3Pb5,8,18.17,0.4364,174.66
agm007854832,Tl4Pb3,7,31.07,0.5847,175.74
agm144318721,TlPb,8,28.73,0.5695,175.37
agm037535480,Tl2Pb3,5,30.19,0.5908,175.26
agm003190301,TlPb,4,15.59,0.4098,175.06
agm005541556,AcO2,6,239.41,2.0551,378.7
agm005658717,CaHPd,6,158.78,0.79,583.49
agm048440549,Na5Sr3,8,6.81,0.2602,324.93
agm003609382,SrPRu,6,105.44,0.8148,370.6
agm003160595,SrPAu,3,115.18,1.204,285.97
agm003262461,Cd3Ga,8,10.51,0.304,279.87
agm071022484,CdSe,16,132.32,1.024,339.85
agm082459161,NaMg3In4,8,64.98,0.6175,331.12
agm001417301,MgIn,4,47.68,0.532,331.25
agm008001863,NaIn,6,71.45,0.675,316.85
agm003197527,MgIn5,6,18.58,0.3675,267.73
agm003296173,NaIn3,8,68.48,0.675,277.63
agm008067168,Na2In,6,73.11,0.6325,351.51
agm017560801,La2Sm,6,5.81,0.285,200.49
agm004455775,SeI,16,13.58,0.316,349.28
agm003299904,La7Sm,8,4.39,0.2657,201.68
agm022866951,Ca3(NiP)2,7,175.16,0.964,496.0
agm002232736,CaNiP,3,174.79,0.964,488.78
agm121541897,BaF6,7,369.62,1.795,638.65
agm088600288,SbF3,8,401.96,1.987,671.96
agm153584070,BaF4,10,305.69,2.0064,536.29
agm128561924,BaF6,14,340.33,1.6405,668.21
agm086227328,SbF3,16,400.62,1.987,658.79
agm153693080,BaF6,14,353.07,1.9186,614.87
agm003298700,NaSr5,6,4.93,0.2543,239.32
agm003263137,Ba2NaO,8,132.27,1.5084,272.59
agm092026363,BaNaO4,6,407.1,2.0716,617.99
agm136634462,NaO4,10,557.34,1.756,1011.99
agm070542291,PbBr2,12,78.05,0.817,263.08
agm073533687,PbBr2,9,78.12,0.817,263.32
agm084145121,NaPb3,8,63.68,0.88,201.17
agm001280088,SnPb3,4,15.52,0.4165,186.28
agm056991951,SnPb7,8,6.7,0.3055,180.25
agm015283831,Ba2SnPb,4,86.14,1.1227,197.87
agm126317191,Ba2SnPb5,8,66.7,1.0276,186.05
agm002159544,Lu3Tl,4,15.66,0.4075,196.68
agm070413798,TlSn2,6,19.18,0.4148,215.6
agm006069265,La4TlSn3,8,64.66,0.8255,220.79
agm005490377,Lu3Tl,8,15.99,0.4075,196.16
agm001147537,LaLuTl2,4,24.5,0.4968,189.04
agm008157918,Tl5Sn,6,10.14,0.3492,181.07
agm041017337,LiZr2Rh3,6,126.76,1.0135,345.71
agm020210351,MgPd2Au,4,87.44,0.8035,301.58
agm002326318,ZrIn2,12,34.09,0.475,272.19
agm005750407,MgPdAu6,8,43.11,0.5777,239.66
agm001280779,Pd3Au,4,23.63,0.403,278.74
agm145395266,Li2MnCl4,7,425.82,1.9921,659.15
agm007822886,Mg2Au5,7,78.51,0.8299,250.97
agm003466570,MgPd2Au5,16,45.08,0.6287,250.31
agm043601871,Ti2Al2Cu,5,32.34,0.3703,488.54
agm008106843,Ti4Al,5,11.62,0.2752,469.34
agm006078382,Ba7As4O,12,125.41,1.445,257.64
agm003190286,TePb,4,24.17,0.457,209.14
agm003198396,OsRh2,6,9.05,0.29,286.78
agm003216744,Ge4Rh,15,21.21,0.3523,368.77
agm006108190,Sr8Sb5I,14,115.37,1.2113,250.22
agm083135274,BaClO2,8,242.73,1.951,431.2
agm003307857,Na2Zn2Se3,7,203.03,1.3624,424.58
agm002189065,Hf2Sn,3,49.78,0.646,229.05
agm050164187,La4Mg3Al,8,24.73,0.4151,274.88
agm003304336,Ba3(BrO)2,7,206.62,2.3788,329.94
agm003264715,Al3Ag5,8,27.76,0.394,351.61
agm157927723,AlAg3,8,18.82,0.346,328.06
agm003264863,Al7Ag,8,23.24,0.322,511.47
agm003264734,Al3Ag5,8,23.85,0.37,351.4
agm003264868,Al7Ag,8,23.21,0.322,511.86
agm003195028,Al3Ag2,5,33.87,0.4036,401.31
agm003262144,AlAg,8,32.78,0.418,377.31
agm005284410,Mg14AlBi,16,27.01,0.3524,467.15
agm003201824,NaZnSb,6,106.7,0.8482,341.03
agm003157882,Sm2Mg,3,7.56,0.3031,234.04
agm068594726,LaIn3Ni,5,58.33,0.6422,268.62
agm002227172,LaIn4Ni,12,46.17,0.564,268.32
agm002272887,FePd3,8,29.13,0.4165,335.94
agm002347326,NaCdBi,6,73.25,0.8386,248.8
agm016610598,Na(InCl2)3,10,239.34,1.798,420.83
agm119191984,BaCdHg6,8,32.06,0.5567,190.05
agm068977545,Cd2Hg,6,17.82,0.3895,235.72
agm129295689,CdHg,6,21.83,0.4244,220.09
agm117786169,CdHg7,8,9.21,0.322,202.16
agm096965220,CdHg3,8,11.64,0.3515,206.73
agm103990743,CdHg3,4,12.32,0.3546,210.64
agm099689784,CdHg7,8,9.27,0.3198,209.7
agm005542245,CdHg3,8,11.86,0.3515,198.22
agm123711646,Cd3Hg5,8,16.41,0.3895,208.16
agm044633944,CdHg7,8,6.77,0.3007,189.01
agm003196564,CdHg2,6,18.92,0.4205,202.84
agm077915241,Ba3CdHg2,12,52.39,0.7943,184.7
agm007921233,Ho3Tl5,8,21.72,0.4548,189.6
agm005124260,InHg2I,4,41.97,0.646,205.43
agm048793227,Zr5Os3,8,51.36,0.6125,256.67
agm136868246,Ba2InHg,8,51.04,0.8077,190.12
agm076006351,BaPtF6,8,357.33,2.197,553.32
agm106824233,LaSnHg2,4,45.93,0.661,206.37
agm003161194,TaSe2,3,139.41,1.195,321.91
agm003198428,Zr5Os,6,25.15,0.4354,273.3
agm048280847,Ba2PtF8,11,342.63,2.4595,484.17
agm073031204,SmH,4,154.49,1.0446,388.44
agm001280911,CrPd3,4,44.25,0.493,336.08
agm050207768,Cr2Pd9,11,32.14,0.4267,328.77
agm078421876,HfIr,4,64.53,0.817,228.02
agm039509683,K3RbI4,8,157.77,1.906,261.26
agm002321554,Te2Pt3,5,16.19,0.358,248.92
agm002217063,Ba2In3Ir2,7,65.71,0.8244,231.96
agm104587066,In2HgCl2,5,147.95,1.231,300.95
agm005743722,Na6InHg,8,77.19,0.682,340.42
agm034654793,Na2InHg5,8,57.3,0.7386,214.81
agm010193153,Zn3Pt,8,50.99,0.547,328.13
agm007813386,Zn5Pt2,7,52.53,0.547,321.82
agm010213791,ZnPt2,6,33.95,0.502,262.23
agm003161296,AlRe2,3,18.56,0.3736,276.97
agm003437070,Sr3Tl2Sn,6,47.79,0.6838,208.17
agm012268230,Sr3(Tl2Sn)2,9,55.65,0.7688,209.87
agm005953808,Ba4Hg3Au,8,59.09,0.9076,179.57
agm069588652,Nb7In,8,10.41,0.2939,301.02
agm088421037,Ba2EuHg3,6,56.55,0.8872,183.96
agm003191339,Li2CuAu,4,149.86,1.1294,381.5
agm003262957,Cu3Au,8,53.06,0.538,339.79
agm005547696,CuAu6,7,19.52,0.4146,222.87
agm003190385,CuAu3,4,30.4,0.49,243.74
agm002386845,Na(MnAs)2,5,122.31,0.8134,415.99
agm002165996,NaMgBi,6,90.98,0.8765,291.28
agm006098331,Sr4PbS5,10,178.87,1.4686,348.71
agm005493037,Pb3Au,8,11.71,0.358,191.65
agm025840497,Pr5Pb2S,8,101.34,1.2512,227.18
agm003610565,SrPrPb,6,82.27,1.0849,207.36
agm002234853,PrPb,4,81.75,1.09,196.57
agm081791358,MgZn2,6,51.53,0.4604,429.71
agm003165175,Mg3Zn,4,41.24,0.403,496.27
agm017010954,MgZn3Pd4,8,64.68,0.6094,348.13
agm069726608,MgZnPd2,8,87.69,0.733,365.18
agm014936339,CaZnPd,6,109.86,0.9213,357.18
agm005945978,Ca3MgPd3,14,124.55,1.006,353.17
agm005674008,KTe2As,16,79.74,0.7849,295.16
agm107037512,In3Pb,8,19.85,0.415,221.35
agm069411060,In7Pb,8,14.81,0.3738,232.57
agm002088774,InPb,2,28.57,0.4975,201.71
agm104986064,InPb,6,10.39,0.3325,201.67
agm007911291,InPb7,8,13.25,0.3738,183.33
agm008146572,In2Pb,6,31.34,0.525,214.92
agm078281554,InPb5,6,16.54,0.415,182.35
agm002110467,NaSi,4,154.49,0.7201,643.89
agm039641597,CaTe6Pb5,12,42.68,0.5875,220.46
agm035371808,La2TlPt2,5,86.06,1.1207,220.76
agm071274700,KRbH2,8,270.78,1.492,540.4
agm002250065,LaAlPt,12,102.66,0.9806,269.3
agm008091805,GaAu2,12,53.65,0.6038,255.63
agm109334035,Li(CuTe)2,10,113.41,0.85,369.12
agm103268782,Te4Rh,5,19.84,0.3715,297.81
agm015016453,FeF3,8,486.31,2.185,854.22
agm005911405,La4CuIr2,7,107.99,1.0932,252.3
agm005696478,LaCuIr,6,73.71,0.79,258.21
agm002145292,CrBr3,8,190.1,1.42,415.77
agm001281256,Nd3Eu,4,5.6,0.277,200.09
agm005502483,Li2FeF6,9,729.31,2.6221,1042.32
agm003164168,Mn3Fe,4,28.27,0.355,479.59
agm003197689,TcIr5,6,11.09,0.325,245.99
agm003197687,TcIr5,6,11.67,0.325,246.01
agm002234820,Pr2Hg,3,35.47,0.5797,197.27
agm002204574,CeAu4,5,61.25,0.7825,215.65
agm070420057,LaAl3Ag,5,55.99,0.5209,364.04
agm045959118,La4AlAg3,8,55.54,0.6666,237.61
agm131230676,La(AlAg)2,5,58.48,0.574,324.03
agm016560674,La2AlAg3,6,74.06,0.758,270.72
agm005899857,Ca2La5Y,8,8.35,0.307,228.53
agm007823797,Mg2Pb5,7,41.91,0.6434,207.53
agm003188112,Tc3Os,4,13.18,0.3175,297.74
agm032002758,La2Al3In,6,54.31,0.5713,304.75
agm157971966,Ag3Au5,8,36.11,0.5245,238.07
agm003203285,AgAu2,6,40.19,0.555,235.67
agm096317831,Ag5Au,6,26.72,0.433,275.15
agm066884582,NaGeI3,10,150.57,1.4693,290.82
agm144647350,Mg3Cd2,5,34.72,0.4324,365.21
agm070597635,LaMgCd,6,41.86,0.5344,271.27
agm002160318,MgCd2,6,30.08,0.421,311.87
agm009441740,La2Mg3Cd2,7,38.51,0.5033,288.65
agm139297492,La4Mg3Cd,8,26.99,0.4313,254.4
agm003273380,MgCd2,6,33.68,0.44,312.75
agm078310531,MgCd,6,37.37,0.44,343.84
agm003625270,Hf2TeH,8,126.93,1.0254,339.45
agm003268188,Hf5Te4,9,56.49,0.73,235.36
agm005266584,Mg2Cd,6,39.03,0.44,389.7
agm001008801,SrHPt,6,151.15,0.9538,421.96
agm003439145,BaNd2Tl3,6,30.41,0.5598,183.49
agm005957636,Li3FeH7,11,633.95,0.9457,1773.86
agm005543777,LaEr4,5,6.98,0.3004,193.74
agm092953679,La5Er3,8,8.33,0.3182,197.63
agm014093722,La3Er2,5,5.42,0.2752,197.72
agm078717438,Tl3Au,8,42.86,0.6497,189.51
agm075971519,TlAu,8,70.99,0.9597,207.31
agm002340286,LaCoH4,12,239.94,0.903,711.59
agm002225851,NdAu2,6,85.54,1.1163,208.21
agm003273870,NdAu2,3,78.71,1.006,210.32
agm005927761,Y4InHg3,8,46.46,0.6368,224.31
agm003771383,KInHg6,8,29.82,0.538,201.43
agm085036328,CeZnSi,6,81.7,0.668,345.56
agm009950443,Ba3(SmBi)2,7,53.3,0.8266,186.5
agm002185971,Ce3Si2,10,48.67,0.5804,282.49
agm002203187,Ca2InNi2,5,80.87,0.6595,358.96
agm003202015,HfPd5,6,42.85,0.52,291.08
agm005772009,CaHfPd6,8,72.78,0.7225,300.04
agm002691989,LiAlZn2,4,77.54,0.5541,484.09
agm002773852,NaICl2,4,247.85,1.8678,426.07
agm006127373,Na6ICl5,12,312.35,2.182,502.71
agm077941881,NaICl6,16,253.31,1.4785,485.64
agm003161382,Hg2Pt,3,20.92,0.4333,220.57
agm077977959,Li2NdIr,8,109.59,0.8874,333.35
agm005546848,ReF6,7,484.69,2.122,731.68
agm002239469,Ho2Se3,10,147.3,1.438,292.91
agm013502542,La2HoSe4,7,143.06,1.516,286.89
agm128638651,Rb4Au,5,137.77,1.798,247.43
agm003199623,ZrCo4Rh,6,72.33,0.592,391.0
agm149563242,LaPm,6,4.73,0.268,202.67
agm003260576,Pm3Al,8,29.74,0.466,242.32
agm005544147,La4Pm,5,4.06,0.2608,202.98
agm137724019,La2Pm,6,4.85,0.2635,202.65
agm003296158,Ga3Sn,8,13.39,0.3215,326.79
agm007846001,Ga5Sn2,7,10.95,0.295,325.2
agm084245231,Li4InAg,6,103.69,0.6875,464.15
agm003167502,LiIn2Ag,4,61.94,0.6062,312.12
agm003420141,Li3SnHg2,6,79.91,0.7694,302.5
agm003604462,LiThSn,12,67.48,0.7855,252.46
agm002071601,RbH2Pb,8,143.83,0.91,437.56
agm041221242,Li4LaHg2,7,85.22,0.7569,324.74
agm011137402,Rb3P3H2,8,165.76,0.8725,565.24
agm002218238,Li2Eu,6,23.38,0.3688,345.56
agm011136884,Rb5PH4,10,201.63,1.4233,450.18
agm077853243,RbPH2,16,253.18,1.1602,572.51
agm005534572,Tl5Hg3,8,15.94,0.421,173.7
agm094845267,Tl3Hg5,8,20.45,0.4495,182.23
agm092490451,Tl5Hg,6,11.13,0.364,177.91
agm089888694,Tl2Hg3,5,21.04,0.4689,183.36
agm006037782,Na3TlBr4,8,201.76,1.9218,330.87
agm001193444,ZrZn5,6,20.42,0.346,376.27
agm001193445,Zr5Zn,6,16.0,0.346,306.93
agm003213262,LiTi4O8,13,544.17,2.032,893.25
agm077655171,TbGd3,4,5.75,0.2875,197.14
agm001851951,Tb2Gd,3,6.35,0.29,199.7
agm078687210,TbGd,2,7.09,0.295,199.23
agm002226624,NbNi5,6,24.42,0.343,434.05
agm003438557,LaPu2Au3,6,64.76,0.9533,184.85
agm008179290,NaTl5,6,17.98,0.4225,193.07
agm078517612,NaTl3,8,30.91,0.5346,203.24
agm089520099,PaH4,5,92.62,0.5513,583.0
agm158214190,NaTl3Cl4,8,165.16,1.7913,284.6
agm061277973,NaTlCl3,10,230.75,1.9909,383.74
agm005644236,YPu2N3,6,205.88,1.852,358.76
agm002164007,Y4N3,7,288.21,1.888,484.26
agm152234861,LaPr3Sb4,8,88.56,1.0847,242.18
agm041682158,YPu2N3,6,225.18,1.852,358.34
agm005958279,Sr(BrO)2,5,249.65,1.8006,424.35
agm002176091,Sr2Br2O,10,177.5,1.7018,338.32
agm091495152,NaTlI2,8,122.04,1.4965,236.98
agm003560687,LaDy3Sb4,8,86.0,1.024,239.16
agm002370328,La6Tl2Co,9,37.8,0.5866,212.52
agm002305735,RbSrP,6,163.12,1.3894,347.48
agm003544901,Na3AlTe3,14,138.43,1.05,343.79
agm003476518,BaAs2Pd5,8,55.95,0.6233,301.49
agm048337381,SrSn3S4,8,152.95,1.1489,370.49
agm005534687,Re3Tc5,8,4.87,0.25,284.38
agm003311192,Ba2Li3Tl2,7,46.93,0.5847,259.81
agm149238072,RbSe,8,153.69,1.5846,292.6
agm100874656,RbSe,8,146.26,1.5846,291.3
agm104194870,RbFeBr4,6,186.08,1.659,321.49
agm003171077,Li2PtAu,4,144.29,1.147,324.74
agm005663660,Mg2Zn3Ir,6,64.82,0.5867,364.61
agm003187482,TaOs,4,50.17,0.6532,227.18
agm003855844,HoO,4,253.34,2.239,398.34
agm002369083,Ca2HgPt2,5,100.33,1.0878,249.15
agm013297872,LiCa4Hg,6,72.49,0.6325,331.97
agm084175706,Ca4HgPt3,8,81.59,0.9,250.55
agm005630790,Rb2NaAs,4,98.18,0.8454,299.0
agm008153910,Rb5Na,6,6.62,0.286,220.92
agm001193729,Ta5Rh,6,24.75,0.4506,228.58
agm003211381,TaRh2,12,63.47,0.64,281.51
agm003414757,Na2AgCl3,6,290.83,1.957,479.51
agm002308266,RbSn3,8,45.79,0.6348,240.89
agm077974522,AlV7,8,9.7,0.2557,479.93
agm002153691,Sr2ZnH6,9,289.34,1.165,719.54
agm043293909,RbTl6,7,19.27,0.4618,180.02
agm071793939,RbNa3Tl2,6,48.92,0.628,249.87
agm002213650,Rb2GaAg3,12,69.51,0.7366,266.7
agm088340588,Sc2GaAg,8,58.04,0.565,356.6
agm003441146,Li(InHg2)2,7,35.35,0.5508,230.13
agm003178695,LiIn2Hg,4,43.53,0.556,267.0
agm057995603,La4P3S,8,153.73,1.3188,322.93
agm002172621,SrTiO3,5,383.56,2.2255,618.36
agm003553542,Na4Cd3Hg,8,67.82,0.7013,297.79
agm127542076,Rb6Cd,7,24.41,0.4849,210.26
agm005582582,NaCdHg,6,74.48,0.8278,257.27
agm035398111,NaCd2Hg3,6,55.17,0.6884,228.13
agm017235566,Sr2GaCu3,6,106.07,0.82,345.28
agm109642701,GaCuNi2,8,15.49,0.2957,441.58
agm140609231,RbCd,8,74.2,0.8488,242.73
agm007907097,GaCu7,8,10.69,0.2702,430.14
agm003160839,Ga2Cu,3,13.93,0.2932,401.64
agm088344418,RbNa2Hg,8,67.99,0.7645,260.56
agm014685300,BaSrCu6,8,76.61,0.6501,351.6
agm090348005,Mg3Hg,8,48.97,0.5323,346.46
agm001417505,GdHg,4,68.55,0.88,207.89
agm010170417,Nb3W,8,42.77,0.5431,274.59
agm008148853,NbW5,6,23.5,0.4454,232.65
agm003092220,LiInSn,6,96.01,0.8164,316.98
agm002156551,Li2SnO3,12,453.82,2.17,752.95
agm065069898,LiIn(SnO3)2,10,343.48,1.843,612.17
agm006117504,LiIn5O8,14,353.26,1.834,574.1
agm002298203,Rb3TaO4,8,287.71,2.3632,458.45
agm069503988,BaCaGa2,8,98.68,0.8897,311.82
agm075863347,Rb3TaO4,16,282.32,2.3855,441.4
agm010194849,HfSe2,6,156.78,1.375,314.57
agm003207205,SrSeO3,10,318.0,1.915,578.54
agm002205476,La3In3Co2,8,55.42,0.6078,273.51
agm002190195,Te2Os,6,12.64,0.3271,271.32
agm003138531,RbTlS2,4,117.69,1.2004,274.2
agm081574810,RbCuS,6,166.55,1.306,371.48
agm090885307,TlCu3S4,8,157.83,0.925,467.98
agm082878496,Rb2BaO4,7,318.4,2.194,474.35
agm116430923,RbBaO4,6,311.63,2.1888,487.95
agm003137022,CaHgS2,8,173.26,1.312,385.68
agm035177864,LaTm2,6,8.78,0.325,193.21
agm008095927,LaTm3,4,5.79,0.2838,192.21
agm005590458,LiGaPt,6,125.4,1.0065,337.54
agm110447837,Li3Ga2Pt,6,138.34,0.9125,418.18
agm142041438,RbF,8,320.23,3.094,431.97
agm156260302,Rb3F8,11,369.32,2.2322,569.81
agm075305819,RbF,12,299.0,3.094,431.7
agm082602826,RbF5,12,352.91,1.9564,637.18
agm007895722,Zn5Cu3,8,30.79,0.3812,415.79
agm052940848,BaLaCu4,6,90.94,0.7744,307.94
agm096491193,Zn3Cu5,8,29.84,0.3812,425.04
agm107321268,Zn2Cu,6,26.13,0.3625,414.62
agm003203704,ZnCu2,6,31.27,0.375,426.97
agm050248402,Zn3Cu5,8,26.57,0.3564,410.99
agm038360696,LiZn4Cu3,8,63.24,0.5213,429.52
agm002232488,Rb3Ag3P2,8,98.04,0.9061,281.54
agm090812564,TiW5,6,28.21,0.4609,239.81
agm002236877,Rb2ZnS2,10,159.2,1.2747,356.79
agm109202149,La2PuTe3,6,83.89,1.096,227.27
agm115165237,Na2SrO4,7,438.44,2.1265,728.17
agm003158381,Y2Se,3,171.24,1.447,336.81
agm003099609,KMgBi,6,69.08,0.741,261.93
agm120352090,KAuO2,8,251.47,1.576,484.03
agm119933785,LiLuAu,6,109.0,1.1618,266.93
agm006083621,Na4H5Rh,10,325.48,1.036,912.96
agm026004199,Ba4Na2Rh,7,49.72,0.683,230.45
agm005941413,Rb2CuO2,5,303.76,2.3303,468.84
agm002310202,Pr2Ru,6,78.0,0.892,255.41
agm003608746,SrHgPb,6,76.23,1.045,198.6
agm003207306,KClO3,10,415.16,1.7656,755.58
agm003126269,RbTlO2,4,241.02,2.128,392.3
agm002235799,BaSnRh,12,103.94,0.9901,263.01
agm040855177,RbTlBr2,4,141.62,1.816,245.16
agm089442186,Rb2Tl3Br5,10,132.59,1.7131,241.0
agm044961397,RbTl7Br8,16,117.85,1.546,226.59
agm008121163,Pr2Mn,3,35.56,0.502,277.01
agm002285898,Ba2MgP2,10,152.02,1.1818,336.28
agm088921069,Li2AcPt,8,105.68,0.9745,285.21
agm082685639,TaAgS2,4,155.55,1.1253,386.51
agm073498759,CsH,6,177.19,1.519,339.14
agm101029640,Na2CdO2,10,387.63,2.2761,618.07
agm090215827,CsO4,5,316.32,2.105,500.74
agm002169999,Na2ZnO2,5,456.26,2.3239,741.45
agm046727502,LiYSn,6,94.31,0.7792,336.75
agm002234274,Te2Pd3,5,12.69,0.31,301.25
agm005635660,Ba2SnHg3,6,64.09,0.8744,197.61
agm075358015,RbHS,9,238.21,1.4943,476.41
agm002236795,RhS2,9,64.9,0.4814,499.07
agm062852734,Rb(Te2Rh)4,13,51.44,0.5612,283.45
agm100424066,CsBr3,4,144.36,1.4218,283.39
agm001417506,CeHg,4,68.09,0.8836,210.34
agm002142387,Ce2Hg,3,43.45,0.646,211.06
agm005785997,Li2CeHg3,6,70.22,0.7788,249.26
agm005652616,Rb3AuCl2,6,189.75,2.17,279.36
agm005584646,RbHCl,12,251.78,1.9934,452.29
agm005760014,CaTl6Cd,8,19.55,0.4296,192.93
agm002259743,Ca2TlCu2,5,89.7,0.796,313.19
agm006426143,K3CrH6,10,399.83,1.2533,837.3
agm106300639,NaEuSn6,8,54.13,0.6527,251.76
agm003060998,BaCuAs,6,102.74,1.024,298.65
agm002385410,SmAg5,6,38.92,0.4987,267.76
agm001108752,Pm3HgO,5,137.77,1.681,261.9
agm100975522,PmHg3,8,42.32,0.6415,194.92
agm001851188,PmHg2,3,54.36,0.772,199.56
agm002141101,CaAsRh,6,133.14,1.018,356.14
agm002171869,NaNbO3,10,452.18,2.1801,711.43
agm001830521,CsSn3,4,35.74,0.5509,224.48
agm003263649,Ti3In,8,23.26,0.358,377.05
agm086986188,Rb3BiO3,14,256.52,2.248,395.36
agm003190936,LiAg2Au,4,109.31,0.952,302.79
agm070494389,Cs2Hg,6,59.6,0.943,171.24
agm002179584,NdPd5,6,54.05,0.5969,284.99
agm082003174,NaSn3Te4,8,54.28,0.6078,267.16
agm083215483,Mo2W,6,9.54,0.3014,273.21
agm007904306,Mo2W3,5,13.54,0.3426,250.18
agm010165746,NdRh,4,116.97,1.1294,278.22
agm005546814,Nd5Zn,6,14.01,0.3587,218.55
agm062508809,Nd4Zn3Rh,8,57.3,0.669,256.09
agm073569281,KHSe,9,246.44,1.4396,491.66
agm079575375,KHSe,12,239.6,1.4953,474.21
agm006660584,CaAlH5,14,538.69,1.0305,1354.35
agm102081863,CsTl2I9,12,90.86,1.136,221.98
agm078276165,CsTl5,6,18.86,0.4437,174.87
agm081597325,CsTl3,8,18.41,0.4421,177.49
agm038218337,Li2HgPd3,6,108.6,0.88,337.91
agm005542368,HoHg3,8,35.0,0.5965,196.74
agm002216777,Ho3Hg2,10,52.8,0.754,198.43
agm002188810,SmPt5,6,43.05,0.6133,220.1
agm152702980,CsS4,10,161.82,1.1562,408.53
agm131889861,Cd4Pt3,7,46.84,0.604,252.75
agm040377365,Li(SmCd2)2,7,49.62,0.6107,259.88
agm005555480,Sm2Cd3Pt2,7,61.67,0.7885,233.48
agm083150776,Rb2HgS2,10,125.42,1.3882,270.95
agm002197615,CsAlSe2,8,150.37,1.3696,294.75
agm005756531,K2HAu,8,165.2,1.422,348.08
agm003283317,Ti2Ga,6,33.08,0.3985,421.24
agm003206591,Ti2Ga3,10,30.57,0.3958,405.11
agm002239702,CsSe,4,126.04,1.438,240.82
agm078860896,CsNa5,6,9.13,0.2702,356.67
agm104304196,Cs3Na,8,9.03,0.3256,192.36
agm052676634,CsNaSe4,12,141.24,1.2278,317.84
agm008153920,Cs5Na,6,6.92,0.313,172.24
agm103706435,Cs4Na,5,12.89,0.376,186.32
agm110857476,Cs6Na,7,12.87,0.376,189.02
agm001282844,Cs3Na,4,13.36,0.376,186.0
agm023089790,Li2Ga3Co2,7,63.83,0.4855,487.17
agm050499009,BaNa3Sr4,8,6.18,0.2663,254.64
agm013392943,CsK2,6,5.36,0.2635,220.44
agm140376715,Ba5Na2Sr,8,4.45,0.2597,203.24
agm013811760,Cd(IO3)2,9,285.64,1.243,622.78
agm061424004,Li3Tl4In,8,40.42,0.5407,247.06
agm002352438,Sm2Ru,3,59.07,0.7444,241.24
agm003772352,LaTlHg6,8,29.58,0.538,189.74
agm070097168,LaTlHg4,6,39.39,0.66,190.76
agm005188725,AcNdMgAg,4,44.77,0.5972,224.72
agm075781195,NaZnSbO3,12,370.98,1.9178,637.46
agm005548095,YMg7,8,12.85,0.2702,485.34
agm005703120,RbHgPd2,8,64.27,0.6875,264.0
agm005824674,NaSr6Hg,8,27.91,0.4811,228.08
agm003559986,Rb4HI3,8,138.88,1.8025,259.07
agm005792426,KBa3In2,6,39.63,0.6234,206.37
agm002224655,CsNa2I3,6,129.2,1.465,245.48
agm124909771,CsAuI2,4,99.48,1.303,217.09
agm071054544,CsAuI2,16,95.16,1.4599,200.68
agm015074082,Cs3Au2,5,110.78,1.825,193.36
agm003134171,RbAuI3,10,103.19,1.1243,235.22
agm003767116,KRb6Au,8,118.15,1.282,242.15
agm099036041,K3Rb3Au,7,151.78,1.6789,280.66
agm084059452,Li2EuPd2,5,117.64,0.921,344.15
agm070137561,CsK7,8,5.43,0.2567,260.47
agm097777231,Cs3K,8,3.57,0.259,180.52
agm069396567,CsK3,4,4.89,0.2595,235.76
agm028495892,CsAs5S8,14,140.37,0.8512,461.95
agm001199823,CaIn2Bi,4,58.77,0.709,237.0
agm090603849,Li4CrF7,12,747.54,2.797,1091.09
agm002176675,NaAuO,12,253.46,2.026,439.79
agm031271400,Na3Hg2Au,6,97.04,1.027,253.65
agm104573730,Na4HgAu,6,119.45,1.0945,305.7
agm014369668,Cs2Pt3,5,31.21,0.4938,248.7
agm143646782,Cs(SbPt)2,10,63.64,0.8582,214.58
agm001178243,Li4PmTl,6,49.22,0.5074,356.44
agm036962744,Ca3Mg3CuHg2,9,103.98,0.8308,327.47
agm013226208,LaPrBr5,14,166.79,1.7998,292.76
agm136094538,Cs3Rb5,8,3.4,0.25,177.84
agm090931637,CsRb3,8,3.1,0.25,185.88
agm005534562,Cs5Rb3,8,2.98,0.25,168.24
agm106358646,CsRb3,8,4.32,0.2693,186.39
agm003204023,ReOs2,6,19.28,0.4,237.43
agm003264287,Re3Os,8,18.18,0.385,236.9
agm008135206,Re3Os,8,14.69,0.3625,236.96
agm040818247,Sr2LaCu4,7,87.7,0.775,335.4
agm005751449,LaMgIn6,8,37.58,0.5087,258.48
agm097032137,Ba3Te2Se,6,113.9,1.474,231.53
agm005678611,LiDyGe2,16,102.73,0.8201,343.98
agm016880993,CsK3Br4,8,188.67,2.1828,306.46
agm003172446,Ba2TeSe,4,126.83,1.5415,237.72
agm061285314,Ba5Te4Se,10,110.39,1.42,226.71
agm063805327,Ba4TeSe3,16,138.9,1.6428,247.45
